LCLAS_NM,MLSFC_NM,RPRSNT_RAWMTRL_NM,RAWMTRL_NCKNM,ENG_NM,SCNM,REGN_CD_NM,RAWMTRL_STATS_CD_NM,USE_CND_NM
식품원료(A코드),식물,인삼열매추출액,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,열매,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼열매추출농축분말,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,열매,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼열매추출농축액,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,열매,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼씨앗,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,씨앗,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼씨앗유,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,씨앗,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼씨앗추출고형분,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,씨앗,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼씨앗추출농축분말,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,씨앗,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼잎,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,잎,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼잎분말,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,잎,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼잎농축,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,잎,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼잎추출물,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,잎,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼잎추출분말,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,잎,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼줄기(수경재배),"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,줄기,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼뿌리,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼뿌리분말,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼다이스,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼뿌리페이스트,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,흑삼농축액,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼농축액분말,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼가수분해농축액분말,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,발효인삼추출물,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,인삼뿌리추출물,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,흑삼,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,흑삼분말,"수삼(水蔘), 백삼(白蔘), 홍삼(紅蔘), 흑삼, 야산삼(野山蔘), 별직삼(別直蔘), 산양삼(山養蔘), 태극삼(太極蔘)","Ginseng, Korean ginseng",Panax ginseng C.A.Meyer,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 씨앗"
식품원료(A코드),식물,일리페오일씨앗, ,Illipe Oil,Shorea spp.,씨앗,,사용가능부위 : 씨앗
식품원료(A코드),식물,입사향초잎, ,Thyme,Thimus Vulgaris,잎,,사용가능부위 : 잎
식품원료(A코드),식물,잉카피넛단백, ,"Inca peanut, Sacha inchi",Plukenetia volubilis L.,-,,사용가능부위 : 열매
식품원료(A코드),식물,잉카피넛열매, ,"Inca peanut, Sacha inchi",Plukenetia volubilis L.,열매,,사용가능부위 : 열매
식품원료(A코드),식물,볶은잉카피넛열매,,"Inca peanut, Sacha inchi",Plukenetia volubilis L.,열매,,사용가능부위 : 열매
식품원료(A코드),식물,잎새버섯분말,,,Grifola frondosa,-,,사용가능부위 : 자실체
식품원료(A코드),식물,잎새버섯추출물,,,Grifola frondosa,-,,사용가능부위 : 자실체
식품원료(A코드),식물,잎새버섯자실체,,,Grifola frondosa,전체,,사용가능부위 : 자실체
식품원료(A코드),식물,잎새버섯자실체농축액,,,Grifola frondosa,전체,,사용가능부위 : 자실체
식품원료(A코드),식물,잎새버섯자실체추출분말,,,Grifola frondosa,전체,,사용가능부위 : 자실체
식품원료(A코드),식물,잎새버섯균사체,,,Grifola frondosa,균사체,,사용가능부위 : 자실체
식품원료(A코드),식물,잎파래,"가시파래, 격자파래, 납작파래, 잎파래, 창자파래",Sea lettuce,Enteromorpha intestinalis / Enteromorpha compressa / Enteromorpha linza / Enteromorpha prolifera / Enteromorpha clathrata,전체,,사용가능부위 : 전체
식품원료(A코드),식물,자귀나무꽃,계수나무,Silk tree,Albizzia julibrissin Durazz. / Albizia julibrissin Durazz.,꽃,,"사용가능부위 : 잎, 꽃"
식품원료(A코드),식물,자귀나무잎,계수나무,Silk tree,Albizzia julibrissin Durazz. / Albizia julibrissin Durazz.,잎,,"사용가능부위 : 잎, 꽃"
식품원료(A코드),식물,자귀풀잎, ,Indian sensitive joint,Aeschynomene indica L.,잎,,"제한적사용가능부위 : 뿌리, 줄기, 잎"
식품원료(A코드),식물,자귀풀줄기, ,Indian sensitive joint,Aeschynomene indica L.,줄기,,"제한적사용가능부위 : 뿌리, 줄기, 잎"
식품원료(A코드),식물,자귀풀뿌리, ,Indian sensitive joint,Aeschynomene indica L.,뿌리,,"제한적사용가능부위 : 뿌리, 줄기, 잎"
식품원료(A코드),식물,자두분말,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두다이스,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두주스,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두페이스트,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두퓌레,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두분말과즙,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,건자두,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,건자두퓌레,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두농축,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두농축액,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두주스농축물,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두농축과즙,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,건자두농축,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,건자두퓌레농축,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두추출물,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두분말추출물,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,건자두추출물,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,-,,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두과즙액,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,열매 (씨앗 제외),,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자두나무열매,"오얏나무, 자도나무","Plum Tree, Japanese Plum",Prunus salicina L. / Prunus botan Andre / Prunus ichangana C.K.Schneid.,열매 (씨앗 제외),,사용가능부위 : 열매(씨앗 제외)
식품원료(A코드),식물,자란,"利知子, 주란, 대암풀, 백약  덩이줄기: Bletillae Rhizoma, 백급(白給), 자혜근, 군구자, 죽속교, 백근(白根), 대암풀, 연급초, 감근(甘根)","Bletillae Rhizoma,",Bletilla striata (Thunb.) Reichb. fil.,-,,
식품원료(A코드),식물,자리공,"당륙, 다미, 장류, 자리갱이, 장녹, 야호, 백창, 장류근 , 견종소, 산라복, 장녹, 상녹",,Phytolacca esculenta Van Houtte,전체,,
식품원료(A코드),식물,상륙,"당륙, 다미, 장류, 자리갱이, 장녹, 야호, 백창, 장류근 , 견종소, 산라복, 장녹, 상녹",,Phytolacca esculenta Van Houtte,뿌리,,
식품원료(A코드),식물,자몽, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽분말, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽엑기스, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽오일, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽주스, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽과즙, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽청, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽주스분말, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽식이섬유, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,건조자몽, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽농축, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽농축액, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽주스농축액, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽농축과즙, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽추출분말, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽추출액, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽당절임, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,-,,사용가능부위 : 열매
식품원료(A코드),식물,자몽농축분말, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,전체,,사용가능부위 : 열매
식품원료(A코드),식물,자몽열매, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,열매,,사용가능부위 : 열매
식품원료(A코드),식물,자몽열매펄프,,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,열매,,사용가능부위 : 열매
식품원료(A코드),식물,동결건조자몽,,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,열매,,사용가능부위 : 열매
식품원료(A코드),식물,자몽추출물,Grapefruit,,Citrus paradisi Macf. / Citrus x paradisi,열매,,사용가능부위 : 열매
식품원료(A코드),식물,자몽과육, ,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,과육,,사용가능부위 : 열매
식품원료(A코드),식물,자몽종차추출물,,Grapefruit,Citrus paradisi Macf. / Citrus x paradisi,씨앗,,사용가능부위 : 열매
식품원료(A코드),식물,자바투메릭뿌리,자바터메릭,"Nese Turmeric, Temu lawak, Java(nese) Turmeric, Tumulawak",Curcuma zanthorrhiza Roxb. / Curcuma xanthorrhiza Roxb. L.,뿌리,,제한적사용가능부위 : 뿌리
식품원료(A코드),식물,자바투메릭추출물,자바터메릭,"Nese Turmeric, Temu lawak, Java(nese) Turmeric, Tumulawak",Curcuma zanthorrhiza Roxb. / Curcuma xanthorrhiza Roxb. L.,뿌리,,제한적사용가능부위 : 뿌리
식품원료(A코드),식물,자바투메릭추출분말,자바터메릭,"Nese Turmeric, Temu lawak, Java(nese) Turmeric, Tumulawak",Curcuma zanthorrhiza Roxb. / Curcuma xanthorrhiza Roxb. L.,뿌리,,제한적사용가능부위 : 뿌리
식품원료(A코드),식물,자바플럼열매, ,"Black Plum, Clove, Jamun, Jambolan, Madan, Java plum",Syzygium cumini L. / Syzygium jambolanum DC. / Eugenia cumini Druce,열매,,사용가능부위 : 열매
