식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,출처명,원산지국코드,수입여부,데이터생성방법명,원산지국명,원산지역명,데이터생성방법코드,데이터생성일자,생산·채취·포획월,데이터기준일자,제공기관코드,제공기관명
R112-851013901-0896,톳_전체_생것_남해_평균,R,원재료성 식품,1,식물성,12,해조류,12851,톳,1285101,톳,128510139,전체,01,생것,100g,20,87.1,1.55,0.57,4.20,6.61,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,남해,1,2019-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-851013901-0009,톳_전체_생것_대표_9월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11851,톳,1185101,톳,118510139,전체,01,생것,100g,124,59.8,5.13,0.87,11.25,22.96,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2019-11-30,09,2025-01-13,1192266,해양수산부 국립수산과학원
R112-851013901-0766,톳_전체_생것_여수_평균,R,원재료성 식품,1,식물성,12,해조류,12851,톳,1285101,톳,128510139,전체,01,생것,100g,18,88.2,1.46,0.20,3.31,6.83,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수,1,2019-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-851013901-0467,톳_전체_생것_완도_평균,R,원재료성 식품,1,식물성,12,해조류,12851,톳,1285101,톳,128510139,전체,01,생것,100g,18,88.0,1.67,0.26,3.55,6.51,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,완도,1,2019-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-851013901-0899,톳_전체_생것_통영_3월,R,원재료성 식품,1,식물성,12,해조류,12851,톳,1285101,톳,128510139,전체,01,생것,100g,16,89.7,1.33,0.24,2.90,5.85,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,통영,1,2020-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R112-851015147-0000,톳_줄기_데친것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12851,톳,1285101,톳,128510151,줄기,47,데친것,100g,35,80.1,2.72,0.37,3.32,13.50,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-851015102-0000,톳_줄기_말린것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12851,톳,1285101,톳,128510151,줄기,02,말린것,100g,81,32.7,6.60,0.80,27.90,32.00,,,768,76.20,118,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1982-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-851015104-0000,톳_줄기_삶아서 말린것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12851,톳,1285101,톳,128510151,줄기,04,삶아서 말린것,100g,135,15.8,6.20,0.80,17.50,59.70,49.40,10.3,1250,47.00,93,,,,0,,0.010,0.110,2.000,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-851015101-0000,톳_줄기_생것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12851,톳,1285101,톳,128510151,줄기,01,생것,100g,16,88.1,1.90,0.40,4.60,5.00,4.00,1.0,157,3.90,32,,,,0,,0.010,0.070,1.900,4.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-239014001-1200,통구멍류_얼룩통구멍_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11239,통구멍류,1123901,얼룩통구멍,112390140,육,01,생것,100g,82,80.1,18.20,0.50,1.20,0.00,0.00,0.0,70,0.70,184,,,,3,,0.120,0.200,2.700,1.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-239034001-1200,통구멍류_푸렁통구멍_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11239,통구멍류,1123903,푸렁통구멍,112390340,육,01,생것,100g,76,80.9,17.40,0.20,1.30,0.20,0.20,0.0,19,0.40,207,,,,0,,0.160,0.080,3.500,1.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-241014001-1201,통치_육_생것_부산_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11241,통치,1124101,통치,112410140,육,01,생것,100g,138,72.9,20.00,5.70,1.30,0.10,0.10,0.0,43,0.80,194,,,,14,,0.050,0.140,3.500,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-243014001-1201,투라치_육_생것_부산_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11243,투라치,1124301,투라치,112430140,육,01,생것,100g,79,80.1,18.10,0.10,1.20,0.50,0.50,0.0,34,0.32,160,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-245014050-0649,틸라피아_육_구운것_진안_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11245,틸라피아,1124501,틸라피아,112450140,육,50,구운것,100g,144,67.2,28.44,2.59,1.85,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진안,1,2021-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-245014001-0649,틸라피아_육_생것_진안_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11245,틸라피아,1124501,틸라피아,112450140,육,01,생것,100g,97,77.5,20.23,1.18,0.88,0.24,,,9,0.18,189,386,29,1,,,0.000,0.052,0.000,,,48.17,0.32,,86,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진안,1,2021-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-245014001-0831,틸라피아_육_생것_춘천_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11245,틸라피아,1124501,틸라피아,112450140,육,01,생것,100g,126,74.6,19.30,4.70,1.20,0.20,0.20,0.0,35,1.10,187,,,,5,,0.050,0.180,3.600,1.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,춘천,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-245014049-0649,틸라피아_육_찐것_진안_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11245,틸라피아,1124501,틸라피아,112450140,육,49,찐것,100g,127,71.6,24.44,2.47,1.26,0.24,,,15,0.24,190,180,28,4,,,0.000,0.065,3.159,,,61.24,0.55,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진안,1,2021-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853013902-0467,파래류_가시파래_전체_말린것_완도_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285301,가시파래,128530139,전체,02,말린것,100g,161,13.8,18.81,0.78,9.16,57.45,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,완도,1,2019-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853013901-0000,파래류_가시파래_전체_생것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285301,가시파래,128530139,전체,01,생것,100g,17,88.8,2.71,0.28,3.23,4.94,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853013901-0467,파래류_가시파래_전체_생것_완도_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285301,가시파래,128530139,전체,01,생것,100g,11,93.3,0.72,0.19,1.50,4.34,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,완도,1,2019-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853015102-1198,파래류_가시파래_줄기_말린것_부산_3월,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285301,가시파래,128530151,줄기,02,말린것,100g,136,12.8,20.00,0.70,20.00,46.50,42.20,4.3,646,37.20,274,,,,0,,0.290,1.340,4.000,36.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,1995-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853035102-0000,파래류_갈파래_줄기_말린것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285303,갈파래,128530351,줄기,02,말린것,100g,143,13.7,23.10,0.50,19.20,40.10,,0.0,1015,8.70,194,,,65,0,774,0.040,0.390,11.400,13.00,,,,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853075101-0000,파래류_납작파래_줄기_생것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285307,납작파래,128530751,줄기,01,생것,100g,17,87.6,3.30,0.70,4.90,3.50,3.00,0.5,93,11.90,41,,,,0,,0.100,0.260,1.400,17.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853093947-0000,파래류_잎파래_전체_데친것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285309,잎파래,128530939,전체,47,데친것,100g,16,91.8,3.01,0.41,0.97,3.81,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853093901-0324,파래류_잎파래_전체_생것_해남_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285309,잎파래,128530939,전체,01,생것,100g,23,86.1,5.05,0.28,2.58,5.96,,,99,51.07,63,547,113,108,,,0.000,0.322,0.375,,,30.68,0.07,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,해남,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853115102-0000,파래류_창자파래_줄기_말린것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285311,창자파래,128531151,줄기,02,말린것,100g,158,10.4,23.60,0.80,15.20,45.80,,0.0,866,28.50,275,,,1437,0,17244,0.350,1.820,7.300,40.00,,,,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853133902-0467,파래류_파래_전체_말린것_완도_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285313,파래,128531339,전체,02,말린것,100g,165,11.4,31.25,1.09,10.69,45.57,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,완도,1,2019-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853133901-0467,파래류_파래_전체_생것_완도_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285313,파래,128531339,전체,01,생것,100g,19,89.9,3.75,0.15,1.08,5.14,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,완도,1,2019-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853133901-0899,파래류_파래_전체_생것_통영_3월,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285313,파래,128531339,전체,01,생것,100g,24,85.4,2.85,0.27,3.12,8.37,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,통영,1,2020-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853135102-0000,파래류_파래_줄기_말린것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285313,파래,128531351,줄기,02,말린것,100g,223,16.9,22.10,0.60,18.70,41.70,,29.1,490,5.30,160,3200,3900,208,0,2500,0.070,0.480,10.000,25.00,0.00,,0.12,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-853135101-0000,파래류_파래_줄기_생것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12853,파래류,1285313,파래,128531351,줄기,01,생것,100g,12,93.8,2.18,0.15,0.92,2.95,0.04,2.1,55,4.10,38,131,122,,,,0.290,0.140,,36.00,0.00,,0.05,0.02,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2016-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-525014001-1088,펄조개(뻘조개)_육_생것_대구_10월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11525,펄조개,1152501,펄조개,115250140,육,01,생것,100g,74,81.4,9.40,1.00,2.20,6.00,6.00,0.0,266,18.20,350,,,,0,,0.030,0.230,2.100,2.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대구,1,2009-11-30,10,2025-01-13,1192266,해양수산부 국립수산과학원
R112-855015102-1197,풀가사리류_불등풀가사리_줄기_말린것_부산_2월,R,원재료성 식품,1,식물성,12,해조류,12855,풀가사리류,1285501,불등풀가사리,128550151,줄기,02,말린것,100g,152,11.7,16.50,0.60,13.20,58.00,55.70,2.3,481,28.40,174,,,,0,,0.100,0.230,3.500,6.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,02,2025-01-13,1192266,해양수산부 국립수산과학원
R211-125034001-1200,풀반지_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11125,반지,1112503,풀반지,111250340,육,01,생것,100g,167,70.8,16.94,10.10,2.00,0.16,0.16,0.0,118,1.40,321,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-125033901-1678,풀반지_전체_생것_동해EEZ_2월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11125,반지,1112503,풀반지,111250339,전체,01,생것,100g,97,78.5,17.16,2.12,1.11,1.13,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,동해EEZ,1,2021-11-30,02,2025-01-13,1192266,해양수산부 국립수산과학원
R211-247014001-0531,피라미_육_생것_경기_12월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11247,피라미,1124701,피라미,112470140,육,01,생것,100g,105,77.4,18.50,2.80,1.10,0.20,0.20,0.0,59,1.90,220,,,27,27,,0.020,0.140,2.900,0.00,,,,,42,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,경기,1,2009-11-30,12,2025-01-13,1192266,해양수산부 국립수산과학원
R211-249014001-0355,학공치_육_생것_군산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11249,학공치,1124901,학공치,112490140,육,01,생것,100g,94,78.7,17.80,1.70,1.10,0.70,0.70,0.0,20,3.54,230,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,군산,1,2009-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-249014012-0000,학공치_육_조미하여 말린것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11249,학공치,1124901,학공치,112490140,육,12,조미하여 말린것,100g,361,15.0,59.10,2.00,6.20,17.70,,,310,19.50,909,,,0,0,0,0.030,0.030,3.300,0.00,,,,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1983-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-925014001-1211,해면류_붉은해면_육_생것_포항_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11925,해면류,1192501,붉은해면,119250140,육,01,생것,100g,29,87.9,3.29,0.46,5.78,2.55,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,포항,1,2020-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R211-925033901-0899,해면류_예쁜이해면_전체_생것_통영_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11925,해면류,1192503,예쁜이해면,119250339,전체,01,생것,100g,42,89.3,8.94,0.49,4.66,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,통영,1,2020-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R211-925053901-0899,해면류_해면_전체_생것_통영_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11925,해면류,1192505,해면,119250539,전체,01,생것,100g,14,93.4,2.42,0.21,3.56,0.45,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,통영,1,2020-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R211-925074001-1211,해면류_호박해면_육_생것_포항_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11925,해면류,1192507,호박해면,119250740,육,01,생것,100g,35,79.3,5.22,0.66,13.20,1.59,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,포항,1,2020-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R211-927034171-0000,해삼_내장_젓갈_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11927,해삼,1192703,해삼,119270341,내장,71,젓갈,100g,45,80.1,7.70,1.00,10.40,0.80,0.80,0.0,80,4.30,121,,,,50,,0.160,0.460,4.100,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-927034002-0000,해삼_육_말린것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11927,해삼,1192703,해삼,119270340,육,02,말린것,100g,348,1.5,77.60,0.90,17.00,3.00,3.00,0.0,1384,53.00,72,,,,0,,0.060,0.080,4.000,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
