food_code,food_name,data_pid,data_pid_name,serving_size(g),calorie_kcal,carbohydrate_g,protein_g,fat_g,sugar_g,saturated_fat_g,trans_fat_g,sodium_mg,cholesterol_mg,dietary_fiber_g,vitamin_a_μg,vitamin_c_mg,vitamin_d_ug,calcium_mg,iron_mg
R120-015000001-0000,솔잎_생것,R,원재료성 식품,100.0,161,32.9,4.5,3.9,,,,,,,258.0,29.0,,61.0,3.1
R120-016000006-0000,송화_분말화한것,R,원재료성 식품,100.0,392,79.79,11.46,2.95,16.96,0.76,0.0,23.0,0.0,57.2,1.0,8.42,0.0,30.0,7.99
R120-021010002-0000,인삼_백삼_말린것,R,원재료성 식품,100.0,316,69.8,15.7,0.5,,,,,,,0.0,6.0,,227.0,33.5
R120-021020001-0000,인삼_수삼_생것,R,원재료성 식품,100.0,90,18.85,4.12,0.76,8.1,0.06,0.0,12.0,0.0,2.4,0.0,5.14,0.0,84.0,4.64
R120-021020046-0000,인삼_수삼_삶은것,R,원재료성 식품,100.0,86,18.23,3.54,0.69,9.18,0.05,0.0,10.0,0.0,2.4,0.0,7.06,0.0,82.0,2.34
R120-021030002-0000,인삼_홍삼_말린것,R,원재료성 식품,100.0,309,68.25,13.02,1.24,8.3,0.14,0.02,45.0,0.0,,0.0,0.0,0.0,306.0,7.14
R120-021030024-0000,인삼_홍삼_추출,R,원재료성 식품,100.0,15,3.32,0.33,0.01,1.19,0.0,0.0,2.0,0.0,0.9,0.0,0.0,0.0,5.0,0.13
R120-026000000-0000,프로폴리스,R,원재료성 식품,100.0,642,46.9,0.5,50.3,,,,19.0,,,3.0,90.0,,18.0,2.7
R120-001005900-0000,고로쇠나무_수액,R,원재료성 식품,100.0,5,1.44,0.0,0.02,1.08,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.0,0.02
R220-004006106-0000,누에_유충_분말화한것,R,원재료성 식품,100.0,482,10.06,50.85,26.53,0.0,9.93,0.09,79.0,42.0,0.2,1.0,0.0,0.0,109.0,5.23
R220-005000001-0000,달팽이_생것,R,원재료성 식품,100.0,90,2.0,16.1,1.4,0.0,0.36,,70.0,50.0,0.0,30.0,0.0,0.0,10.0,3.5
R220-011000001-0000,번데기(누에)_생것,R,원재료성 식품,100.0,126,1.95,12.62,7.55,0.0,2.11,0.02,2.0,85.0,0.4,6.0,0.0,0.0,36.0,0.73
R220-011000002-0000,번데기(누에)_말린것,R,원재료성 식품,100.0,224,3.7,22.3,13.3,,,,12.0,,,0.0,0.0,,70.0,2.6
R220-023000001-0000,치자꽃_생것,R,원재료성 식품,100.0,66,14.9,1.3,0.1,,,,8.0,,,3.0,36.0,,39.0,3.3
R220-027006001-0000,귀뚜라미_성충_생것,R,원재료성 식품,100.0,130,3.39,22.45,0.0,0.0,1.2,0.12,121.0,159.0,3.1,0.0,0.0,0.0,85.0,1.23
R220-028006101-0000,갈색 거저리_유충_생것,R,원재료성 식품,100.0,195,0.83,23.19,11.0,0.97,2.46,0.02,32.0,42.0,0.6,0.0,0.0,0.0,14.0,1.99
R220-028006102-0000,갈색 거저리_유충_말린것,R,원재료성 식품,100.0,537,14.41,51.39,30.43,1.95,6.43,0.07,71.0,49.0,12.8,6.0,0.0,0.0,46.0,4.92
R220-029006101-0000,흰점박이 꽃무지_유충_생것,R,원재료성 식품,100.0,122,2.9,15.78,5.2,0.0,0.87,0.0,42.0,25.0,1.4,11.0,0.0,0.0,71.0,2.11
R220-029006102-0000,흰점박이 꽃무지_유충_말린것,R,원재료성 식품,100.0,463,19.99,54.13,18.52,0.18,3.15,0.14,207.0,77.0,19.1,54.0,0.0,0.0,218.0,7.63
R220-031006102-0000,장수풍뎅이_유충_말린것,R,원재료성 식품,100.0,502,19.55,44.62,27.21,0.0,0.18,0.01,40.0,0.0,0.0,0.0,0.0,0.0,89.0,4.12
R320-025030002-0000,팽창제_효모_말린것,R,원재료성 식품,100.0,307,43.1,37.1,6.8,0.1,0.79,,120.0,0.0,32.6,0.0,1.0,2.8,19.0,13.0
R220-032000000-0000,로열젤리,R,원재료성 식품,100.0,104,12.82,14.29,1.4,12.04,0.08,0.02,12.0,0.0,1.8,0.0,0.0,0.0,12.0,0.96
R211-011012801-0011,"갈치류_갈치_수컷,육_생것_대표_11월",R,원재료성 식품,100.0,101,0.0,19.1,2.18,,,,,,,,,,,
R211-011012801-0012,"갈치류_갈치_수컷,육_생것_대표_12월",R,원재료성 식품,100.0,115,0.0,19.6,3.38,,,,,,,,,,,
R211-011012801-0002,"갈치류_갈치_수컷,육_생것_대표_2월",R,원재료성 식품,100.0,189,0.36,18.19,11.78,,,,,,,,,,,
R211-011012801-0003,"갈치류_갈치_수컷,육_생것_대표_3월",R,원재료성 식품,100.0,149,0.13,18.44,7.54,,,,,,,,,,,
R211-011012801-0004,"갈치류_갈치_수컷,육_생것_대표_4월",R,원재료성 식품,100.0,125,0.0,19.46,4.54,,,,,,,,,,,
R211-011012801-0005,"갈치류_갈치_수컷,육_생것_대표_5월",R,원재료성 식품,100.0,136,0.0,19.13,5.88,,,,,,,,,,,
R211-011012801-0006,"갈치류_갈치_수컷,육_생것_대표_6월",R,원재료성 식품,100.0,140,0.29,18.73,6.32,,,,,,,,,,,
R211-011012801-0007,"갈치류_갈치_수컷,육_생것_대표_7월",R,원재료성 식품,100.0,132,0.78,17.88,5.64,,,,,,,,,,,
R211-011012801-0008,"갈치류_갈치_수컷,육_생것_대표_8월",R,원재료성 식품,100.0,138,0.0,18.44,6.41,,,,,,,,,,,
R211-011012801-0009,"갈치류_갈치_수컷,육_생것_대표_9월",R,원재료성 식품,100.0,107,0.0,19.48,2.69,,,,,,,,,,,
R211-011011601-0010,"갈치류_갈치_암컷,육_생것_대표_10월",R,원재료성 식품,100.0,104,0.0,18.73,2.7,,,,,,,,,,,
R211-011011601-0011,"갈치류_갈치_암컷,육_생것_대표_11월",R,원재료성 식품,100.0,136,0.0,19.4,5.81,,,,,,,,,,,
R211-011011601-0012,"갈치류_갈치_암컷,육_생것_대표_12월",R,원재료성 식품,100.0,122,0.0,19.27,4.28,,,,,,,,,,,
R211-011011601-0002,"갈치류_갈치_암컷,육_생것_대표_2월",R,원재료성 식품,100.0,144,0.0,19.96,6.35,,,,,,,,,,,
R211-011011601-0003,"갈치류_갈치_암컷,육_생것_대표_3월",R,원재료성 식품,100.0,128,0.97,17.56,5.26,,,,,,,,,,,
R211-011011601-0004,"갈치류_갈치_암컷,육_생것_대표_4월",R,원재료성 식품,100.0,127,0.0,19.46,4.81,,,,,,,,,,,
R211-011011601-0005,"갈치류_갈치_암컷,육_생것_대표_5월",R,원재료성 식품,100.0,130,0.0,18.94,5.28,,,,,,,,,,,
R106-145000020-0000,염교(락교)_식초에 절인것,R,원재료성 식품,100.0,93,21.79,0.52,1.0,18.72,0.03,0.0,840.0,0.0,2.6,0.0,0.0,0.0,21.0,2.83
R211-011011601-0006,"갈치류_갈치_암컷,육_생것_대표_6월",R,원재료성 식품,100.0,112,0.0,18.48,3.59,,,,,,,,,,,
R211-011011601-0007,"갈치류_갈치_암컷,육_생것_대표_7월",R,원재료성 식품,100.0,119,0.0,19.31,3.94,,,,,,,,,,,
R211-011011601-0008,"갈치류_갈치_암컷,육_생것_대표_8월",R,원재료성 식품,100.0,120,1.02,18.06,4.24,,,,,,,,,,,
R211-011011601-0009,"갈치류_갈치_암컷,육_생것_대표_9월",R,원재료성 식품,100.0,128,0.0,19.33,4.92,,,,,,,,,,,
R211-011014001-0010,갈치류_갈치_육_생것_대표_10월,R,원재료성 식품,100.0,127,0.51,17.88,5.25,,,,,,,,,,,
R211-011014001-0011,갈치류_갈치_육_생것_대표_11월,R,원재료성 식품,100.0,126,0.0,17.09,5.68,,,,,,,,,,,
R211-011014001-0012,갈치류_갈치_육_생것_대표_12월,R,원재료성 식품,100.0,129,0.0,18.5,5.38,,,,,,,,,,,
R211-011014001-0001,갈치류_갈치_육_생것_대표_1월,R,원재료성 식품,100.0,146,0.0,18.96,6.96,,,,,,,,,,,
R211-011014001-0002,갈치류_갈치_육_생것_대표_2월,R,원재료성 식품,100.0,148,0.16,18.5,7.4,,,,,,,,,,,
R211-011014001-0003,갈치류_갈치_육_생것_대표_3월,R,원재료성 식품,100.0,158,0.0,19.19,8.19,,,,,,,,,,,
R211-011014001-0004,갈치류_갈치_육_생것_대표_4월,R,원재료성 식품,100.0,107,0.0,20.21,2.28,,,,,,,,,,,
R211-011014001-0005,갈치류_갈치_육_생것_대표_5월,R,원재료성 식품,100.0,155,12.11,6.76,8.11,,,,,,,,,,,
R211-011014001-0007,갈치류_갈치_육_생것_대표_7월,R,원재료성 식품,100.0,110,0.0,18.94,3.22,,,,,,,,,,,
R211-011014001-0008,갈치류_갈치_육_생것_대표_8월,R,원재료성 식품,100.0,156,0.0,18.41,8.31,,,,,,,,,,,
R211-011014001-0009,갈치류_갈치_육_생것_대표_9월,R,원재료성 식품,100.0,103,0.23,18.09,2.76,,,,,,,,,,,
R211-011014001-6442,갈치류_갈치_육_생것_수입_평균,R,원재료성 식품,100.0,156,0.0,18.71,8.16,,1.97,0.01,63.0,8.98,,13.0,,,6.0,0.23
R211-011014001-0402,갈치류_갈치_육_생것_인천_평균,R,원재료성 식품,100.0,149,0.1,18.5,7.5,0.1,,,,,0.0,,1.0,,46.0,1.0
R101-001020101-0000,귀리_쌀귀리_도정_생것,R,원재료성 식품,100.0,388,66.66,11.14,8.9,0.91,1.45,0.01,1.0,0.0,8.1,0.0,0.0,0.0,61.0,4.31
R211-011014040-0000,갈치류_갈치_육_약하게 소금에 절인것_대표_평균,R,원재료성 식품,100.0,188,0.1,26.3,8.1,0.1,,,,,0.0,,0.0,,104.0,1.8
R211-011014071-5928,갈치류_갈치_육_젓갈_수입_6월,R,원재료성 식품,100.0,176,28.2,8.6,3.2,0.0,,,,,0.0,,,,328.0,0.6
R211-011154001-1202,갈치류_독가시치_육_생것_부산_7월,R,원재료성 식품,100.0,97,0.0,20.3,1.2,0.0,,,,,0.0,,0.0,,34.0,1.2
R211-011174001-1200,갈치류_동동갈치_육_생것_부산_5월,R,원재료성 식품,100.0,121,0.0,20.0,3.9,0.0,,,,,0.0,,,,,
R211-011074001-0004,갈치류_등가시치_육_생것_대표_4월,R,원재료성 식품,100.0,105,0.55,18.63,2.62,,0.56,,58.0,77.1,,8.0,,,5.0,0.13
R211-011074001-0000,갈치류_등가시치_육_생것_대표_평균,R,원재료성 식품,100.0,88,0.0,18.5,0.1,,,,,,0.0,11.0,1.0,,24.0,0.4
R211-011074001-1200,갈치류_등가시치_육_생것_부산_5월,R,원재료성 식품,100.0,79,0.04,18.46,0.1,0.04,,,,,0.0,,1.0,,24.0,0.36
R211-011094001-0005,갈치류_먹갈치_육_생것_대표_5월,R,원재료성 식품,100.0,87,0.16,17.23,1.49,,0.25,,99.0,69.47,,12.0,,,11.0,0.07
R211-011094001-0008,갈치류_먹갈치_육_생것_대표_8월,R,원재료성 식품,100.0,99,0.0,20.48,1.38,,,,,,,,,,,
R211-011114001-0008,갈치류_청자갈치_육_생것_대표_8월,R,원재료성 식품,100.0,76,0.0,13.19,2.17,,,,,,,,,,,
R211-011114001-1226,갈치류_청자갈치_육_생것_영덕_5월,R,원재료성 식품,100.0,71,0.1,13.6,1.4,,,,,,,,,,343.0,2.2
R211-011134001-1226,갈치류_칠성갈치_육_생것_영덕_5월,R,원재료성 식품,100.0,92,0.1,16.8,2.2,,,,,,,,,,18.0,0.0
R211-011134001-1216,갈치류_칠성갈치_육_생것_포항_8월,R,원재료성 식품,100.0,92,0.0,17.88,1.75,,0.28,0.01,134.0,56.51,,6.0,,,16.0,0.15
R211-013014001-1201,감펭류_쑥감펭_육_생것_부산_6월,R,원재료성 식품,100.0,83,0.0,19.0,0.3,0.0,,,,,0.0,,0.0,,56.0,1.1
R211-013034001-1201,감펭류_점감펭_육_생것_부산_6월,R,원재료성 식품,100.0,90,0.3,19.4,0.7,0.3,,,,,0.0,,1.0,,32.0,1.1
R211-013054001-0000,감펭류_홍감펭_육_생것_대표_평균,R,원재료성 식품,100.0,120,0.2,16.7,3.9,,,,,,,,,,33.0,0.7
R211-013054001-1200,감펭류_홍감펭_육_생것_부산_5월,R,원재료성 식품,100.0,108,0.17,16.73,3.9,0.17,,,,,0.0,,,,33.0,0.74
R211-013054001-0757,감펭류_홍감펭_육_생것_여수_4월,R,원재료성 식품,100.0,160,0.0,18.92,8.55,,,,,,,,,,,
R211-661014002-0000,갑오징어류_갑오징어_육_말린것_대표_평균,R,원재료성 식품,100.0,339,3.2,66.8,4.7,3.2,,,,,0.0,,0.0,,137.0,4.0
R211-661014001-1201,갑오징어류_갑오징어_육_생것_부산_6월,R,원재료성 식품,100.0,75,0.1,15.1,1.2,0.1,,,,,0.0,,0.0,,25.0,0.9
R211-661034001-0000,갑오징어류_쇠갑오징어_육_생것_대표_평균,R,원재료성 식품,100.0,88,0.2,16.9,0.7,,,,,,,,,,14.0,0.5
R211-661034001-1200,갑오징어류_쇠갑오징어_육_생것_부산_5월,R,원재료성 식품,100.0,79,0.23,16.87,0.7,0.23,0.26,,,,0.0,,,,14.0,0.5
R211-661054001-0000,갑오징어류_참갑오징어_육_생것_대표_평균,R,원재료성 식품,100.0,84,0.2,17.3,0.2,,,,,,,,,,13.0,0.4
R211-661054001-0759,갑오징어류_참갑오징어_육_생것_여수_6월,R,원재료성 식품,100.0,76,0.23,17.27,0.2,0.23,,,,,0.0,,,,13.0,0.38
R211-015014001-0004,강달이류_눈강달이_육_생것_대표_4월,R,원재료성 식품,100.0,110,0.0,14.9,4.99,,,,,,,,,,,
R211-015014001-0402,강달이류_눈강달이_육_생것_인천_평균,R,원재료성 식품,100.0,109,0.1,17.0,3.9,0.1,,,,,0.0,,1.0,,51.0,1.3
R211-015014071-0000,강달이류_눈강달이_육_젓갈_대표_평균,R,원재료성 식품,100.0,102,0.0,14.0,5.1,0.0,,,,,0.0,,0.0,,730.0,10.1
R211-015014071-0187,강달이류_눈강달이_육_젓갈_신안_6월,R,원재료성 식품,100.0,88,0.4,12.0,3.8,3.8,,,,,,,,,279.0,1.5
R211-017014001-1205,강준치_육_생것_부산_10월,R,원재료성 식품,100.0,90,0.2,18.7,1.1,0.2,,,,,0.0,,1.0,,38.0,1.1
R211-467014002-0000,개량조개_육_말린것_대표_평균,R,원재료성 식품,100.0,276,7.0,54.2,2.0,7.0,,,,,0.0,,2.0,,464.0,12.0
R211-467014001-0355,개량조개_육_생것_군산_5월,R,원재료성 식품,100.0,62,1.1,12.0,0.7,1.1,0.4,,,,0.0,12.0,3.0,,,
R211-911014001-1200,개불류_개불_육_생것_부산_5월,R,원재료성 식품,100.0,53,1.6,10.5,0.2,1.6,0.2,,,,0.0,0.0,2.0,,29.0,5.5
R211-469014001-1200,개조개_육_생것_부산_5월,R,원재료성 식품,100.0,64,3.04,10.9,0.6,3.04,,,,,0.0,,2.0,,83.0,6.0
R211-469014001-1201,개조개_육_생것_부산_6월,R,원재료성 식품,100.0,105,7.52,14.16,1.52,,0.21,,248.0,31.46,,131.0,,,24.0,1.83
R211-713014101-0000,갯가재류_갯가재_내장_생것_대표_평균,R,원재료성 식품,100.0,89,0.75,15.96,2.01,,,,,,,,,,,
R211-713014046-0000,갯가재류_갯가재_육_삶은것_대표_평균,R,원재료성 식품,100.0,99,0.2,19.2,1.7,,0.25,,310.0,,0.0,181.0,0.0,0.0,88.0,0.8
R211-713014001-0000,갯가재류_갯가재_육_생것_대표_평균,R,원재료성 식품,100.0,105,13.13,7.52,2.1,,,,,,,,,,,
R211-713014001-1199,갯가재류_갯가재_육_생것_부산_4월,R,원재료성 식품,100.0,87,0.8,16.1,1.7,0.8,,,,,0.0,,0.0,,149.0,1.2
R211-913014001-0000,갯강구_육_생것_대표_평균,R,원재료성 식품,100.0,295,15.44,45.95,4.2,,,,,,,,,,,
R211-715214001-0766,게류_금강참게_육_생것_광양_평균,R,원재료성 식품,100.0,167,1.48,16.81,9.6,,1.5,,256.0,184.12,,211.0,,,251.0,3.98
R211-715034001-0008,게류_깨다시꽃게_육_생것_대표_8월,R,원재료성 식품,100.0,80,0.82,13.85,1.91,,0.37,,409.0,0.0,,45.0,,,238.0,2.91
R211-715014901-0000,게류_꽃게_다리_생것_대표_평균,R,원재료성 식품,100.0,112,2.02,10.15,6.46,,,,,,,,,,,
R211-715014801-0000,게류_꽃게_몸통_생것_대표_평균,R,원재료성 식품,100.0,65,0.0,14.44,0.46,,,,,,,,,,,
R211-715014046-0000,게류_꽃게_육_삶은것_대표_평균,R,원재료성 식품,100.0,81,0.6,16.1,0.3,,,,,,,,,,42.0,5.4
R211-715014001-0000,게류_꽃게_육_생것_대표_평균,R,원재료성 식품,100.0,85,0.43,16.19,0.7,0.41,0.17,0.01,418.0,,0.0,,0.0,0.0,127.0,0.74
R211-715014001-1201,게류_꽃게_육_생것_부산_6월,R,원재료성 식품,100.0,91,0.93,12.69,3.56,,0.58,,400.0,91.22,,37.0,,,97.0,2.05
R211-715014001-0402,게류_꽃게_육_생것_인천_평균,R,원재료성 식품,100.0,74,2.0,13.7,0.8,2.0,,,,,0.0,,0.0,,118.0,3.0
R211-715014071-0000,게류_꽃게_육_젓갈_대표_평균,R,원재료성 식품,100.0,63,0.8,12.2,0.6,,,,,,,,0.0,,3750.0,3.4
R211-715014049-0000,게류_꽃게_육_찐것_대표_평균,R,원재료성 식품,100.0,92,0.0,17.88,0.74,0.0,0.2,0.01,395.0,,0.0,1.0,3.3,0.0,91.0,0.5
R211-715054001-0000,게류_닭게_육_생것_대표_평균,R,원재료성 식품,100.0,69,0.1,15.2,0.5,0.1,,,,,0.0,,0.0,,95.0,0.8
R211-715074101-7560,게류_대게_내장_생것_수입_평균,R,원재료성 식품,100.0,106,0.36,7.77,7.6,,2.16,0.07,518.0,159.38,,50.0,,,29.0,4.1
R211-715074901-0757,게류_대게_다리_생것_여수_4월,R,원재료성 식품,100.0,86,1.46,17.46,0.64,,,,,,,,,,,
R211-715074301-0757,게류_대게_알_생것_여수_4월,R,원재료성 식품,100.0,139,7.63,17.38,3.67,,,,,,,,,,,
R211-715074036-0000,게류_대게_육_데쳐서 말린것_대표_평균,R,원재료성 식품,100.0,314,2.0,66.7,2.6,2.0,,,,,0.0,,1.0,,669.0,3.9
R211-715074046-0000,게류_대게_육_삶은것_대표_평균,R,원재료성 식품,100.0,72,0.1,15.0,0.6,,0.05,,240.0,,0.0,,,0.0,120.0,0.7
R211-715074001-7560,게류_대게_육_생것_수입_평균,R,원재료성 식품,100.0,79,0.04,17.02,0.72,,0.09,0.0,225.0,40.77,,2.0,,,25.0,0.28
R211-715074001-1234,게류_대게_육_생것_영덕_평균,R,원재료성 식품,100.0,85,0.5,17.4,1.0,0.5,,,,,0.0,,,,158.0,0.5
R211-715074028-0000,게류_대게_육_통조림_대표_평균,R,원재료성 식품,100.0,77,0.2,16.3,0.4,,0.04,,670.0,,0.0,0.0,0.0,0.0,68.0,0.5
R211-715094001-0822,게류_동남참게_육_생것_가평(청평)_4월,R,원재료성 식품,100.0,125,9.8,13.2,3.0,,,,,,,,,,236.0,9.7
R211-715094001-0766,게류_동남참게_육_생것_광양_평균,R,원재료성 식품,100.0,156,1.36,16.79,8.49,,1.26,,313.0,100.46,,211.0,,,242.0,3.47
R211-715094001-0004,게류_동남참게_육_생것_대표_4월,R,원재료성 식품,100.0,125,9.87,13.24,2.99,,,,,,,,,,,
R211-715114001-1200,게류_민꽃게_육_생것_부산_5월,R,원재료성 식품,100.0,86,1.99,14.8,1.6,1.99,,,,,0.0,,,,79.0,1.92
R211-715134001-0000,게류_방게_육_생것_대표_평균,R,원재료성 식품,100.0,73,0.9,11.9,1.3,,,,134.0,,,0.0,0.0,,4668.0,4.8
R211-715153701-0010,"게류_붉은대게_수컷,다리_생것_대표_10월",R,원재료성 식품,100.0,64,0.44,13.9,0.39,,,,,,,,,,,
R211-715153701-0011,"게류_붉은대게_수컷,다리_생것_대표_11월",R,원재료성 식품,100.0,54,0.0,11.35,0.69,,,,,,,,,,,
R211-715153701-0012,"게류_붉은대게_수컷,다리_생것_대표_12월",R,원재료성 식품,100.0,51,0.68,11.06,0.18,,,,,,,,,,,
R211-715153701-0001,"게류_붉은대게_수컷,다리_생것_대표_1월",R,원재료성 식품,100.0,56,0.34,11.94,0.43,,,,,,,,,,,
R211-715153701-0002,"게류_붉은대게_수컷,다리_생것_대표_2월",R,원재료성 식품,100.0,66,1.71,12.47,0.65,,,,,,,,,,,
R211-715153701-0003,"게류_붉은대게_수컷,다리_생것_대표_3월",R,원재료성 식품,100.0,54,0.0,11.59,0.55,,,,,,,,,,,
R211-715153701-0004,"게류_붉은대게_수컷,다리_생것_대표_4월",R,원재료성 식품,100.0,55,0.02,10.92,0.89,,,,,,,,,,,
R211-715153701-0005,"게류_붉은대게_수컷,다리_생것_대표_5월",R,원재료성 식품,100.0,67,0.15,14.9,0.42,,,,,,,,,,,
R211-715153701-0006,"게류_붉은대게_수컷,다리_생것_대표_6월",R,원재료성 식품,100.0,65,0.0,13.52,0.87,,,,,,,,,,,
R211-715153701-0007,"게류_붉은대게_수컷,다리_생것_대표_7월",R,원재료성 식품,100.0,66,0.0,14.54,0.52,,,,,,,,,,,
R211-715153701-0009,"게류_붉은대게_수컷,다리_생것_대표_9월",R,원재료성 식품,100.0,56,0.0,12.19,0.46,,,,,,,,,,,
R211-715153601-0010,"게류_붉은대게_수컷,몸통_생것_대표_10월",R,원재료성 식품,100.0,81,0.76,10.71,3.52,,,,,,,,,,,
R211-715153601-0011,"게류_붉은대게_수컷,몸통_생것_대표_11월",R,원재료성 식품,100.0,75,1.07,10.33,2.89,,,,,,,,,,,
R211-715153601-0001,"게류_붉은대게_수컷,몸통_생것_대표_1월",R,원재료성 식품,100.0,71,0.38,10.44,2.69,,,,,,,,,,,
R211-715153601-0002,"게류_붉은대게_수컷,몸통_생것_대표_2월",R,원재료성 식품,100.0,73,0.0,9.26,3.64,,,,,,,,,,,
R211-715153601-0003,"게류_붉은대게_수컷,몸통_생것_대표_3월",R,원재료성 식품,100.0,86,0.26,11.37,3.93,,,,,,,,,,,
R211-715153601-0004,"게류_붉은대게_수컷,몸통_생것_대표_4월",R,원재료성 식품,100.0,115,0.09,12.63,6.55,,,,,,,,,,,
R211-715153601-0005,"게류_붉은대게_수컷,몸통_생것_대표_5월",R,원재료성 식품,100.0,70,0.71,8.79,3.16,,,,,,,,,,,
R211-715153601-0006,"게류_붉은대게_수컷,몸통_생것_대표_6월",R,원재료성 식품,100.0,112,0.0,12.36,6.36,,,,,,,,,,,
R211-715153601-0008,"게류_붉은대게_수컷,몸통_생것_대표_8월",R,원재료성 식품,100.0,81,0.0,10.78,3.78,,,,,,,,,,,
R211-715153601-0009,"게류_붉은대게_수컷,몸통_생것_대표_9월",R,원재료성 식품,100.0,81,0.23,9.08,4.39,,,,,,,,,,,
R211-715154301-0009,게류_붉은대게_알_생것_대표_9월,R,원재료성 식품,100.0,143,7.45,16.78,4.42,,,,,,,,,,,
R211-715152501-0001,"게류_붉은대게_암컷,다리_생것_대표_1월",R,원재료성 식품,100.0,76,2.27,14.53,0.61,,,,,,,,,,,
R211-715152401-0001,"게류_붉은대게_암컷,몸통_생것_대표_1월",R,원재료성 식품,100.0,66,0.0,8.91,3.05,,,,,,,,,,,
R211-715151901-0010,"게류_붉은대게_암컷,알_생것_대표_10월",R,원재료성 식품,100.0,110,2.97,15.8,3.28,,,,,,,,,,,
R211-715151901-0012,"게류_붉은대게_암컷,알_생것_대표_12월",R,원재료성 식품,100.0,132,6.59,15.72,4.06,,,,,,,,,,,
R211-715151901-0001,"게류_붉은대게_암컷,알_생것_대표_1월",R,원재료성 식품,100.0,108,3.45,13.4,3.99,,,,,,,,,,,
R211-715151901-0003,"게류_붉은대게_암컷,알_생것_대표_3월",R,원재료성 식품,100.0,132,4.9,18.14,3.77,,,,,,,,,,,
R211-715151901-0004,"게류_붉은대게_암컷,알_생것_대표_4월",R,원재료성 식품,100.0,137,9.42,16.82,2.89,,,,,,,,,,,
R211-715151901-0005,"게류_붉은대게_암컷,알_생것_대표_5월",R,원재료성 식품,100.0,137,6.09,19.99,2.98,,,,,,,,,,,
R211-715151901-0006,"게류_붉은대게_암컷,알_생것_대표_6월",R,원재료성 식품,100.0,144,8.91,19.86,2.48,,,,,,,,,,,
R211-715151901-0007,"게류_붉은대게_암컷,알_생것_대표_7월",R,원재료성 식품,100.0,146,9.38,19.4,2.74,,,,,,,,,,,
R211-715151501-0010,"게류_붉은대게_암컷,전체_생것_대표_10월",R,원재료성 식품,100.0,113,0.52,15.12,4.96,,,,,,,,,,,
R211-715151501-0011,"게류_붉은대게_암컷,전체_생것_대표_11월",R,원재료성 식품,100.0,84,1.22,12.3,2.85,,,,,,,,,,,
R211-715151501-0012,"게류_붉은대게_암컷,전체_생것_대표_12월",R,원재료성 식품,100.0,83,1.57,12.29,2.63,,,,,,,,,,,
R211-715151501-0002,"게류_붉은대게_암컷,전체_생것_대표_2월",R,원재료성 식품,100.0,69,3.92,7.4,2.25,,,,,,,,,,,
R211-715151501-0003,"게류_붉은대게_암컷,전체_생것_대표_3월",R,원재료성 식품,100.0,63,2.62,9.05,1.46,,,,,,,,,,,
R211-715151501-0004,"게류_붉은대게_암컷,전체_생것_대표_4월",R,원재료성 식품,100.0,81,0.85,8.92,4.23,,,,,,,,,,,
R211-715151501-0005,"게류_붉은대게_암컷,전체_생것_대표_5월",R,원재료성 식품,100.0,95,4.6,8.53,4.3,,,,,,,,,,,
R211-715151501-0006,"게류_붉은대게_암컷,전체_생것_대표_6월",R,원재료성 식품,100.0,66,0.0,11.23,2.03,,,,,,,,,,,
R211-715151501-0007,"게류_붉은대게_암컷,전체_생것_대표_7월",R,원재료성 식품,100.0,92,0.0,10.52,5.05,,,,,,,,,,,
R211-715151501-0009,"게류_붉은대게_암컷,전체_생것_대표_9월",R,원재료성 식품,100.0,68,0.12,10.59,2.43,,,,,,,,,,,
